mah_id,ilce_adi,mahalle_adi,centroid_lon,centroid_lat,X,Y,xcoord,ycoord,lon,lat,city,toplam_nufus,toplam_bina,vs30_mean,rjb_distance_km,pga_scenario_mw72,pga_scenario_mw75,earthquake_min_distance_km,earthquake_count_10km,max_magnitude_nearby_20km,strong_earthquakes_20km,insan_etkisi,bina_etkisi,zemin_etkisi,altyapi_etkisi,barinma_etkisi,risk_score,risk_class_5,AUC_ge_2,AUC_ge_3,AUC_ge_4,AUC_ge_5,Macro_Ordinal_AUC,QWK,Macro_F1,Spearman_rho,Best_thresholds,Threshold_percentiles,ml_predicted_class,ml_confidence,ml_risk_score,ml_proba_class_1,ml_proba_class_2,ml_proba_class_3,ml_proba_class_4,ml_proba_class_5,ml_ensemble_score
"191983",Arnavutköy,Balaban Mahallesi̇,28.5759851013434,41.3477769088173,28.5759851013434,41.3477769088173,28.5759851013434,41.3477769088173,28.5759851013434,41.3477769088173,Istanbul,458,295,421.739846547445,21.2021655804428,0.0037025111554645,0.003794199518519,7.64196952189396,11,3.6,0,0,0.0404936466420907,0.575485967067074,0,0.0015688712802568,0.163645,1,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",1,1,0.2,1,0,0,0,0,0.2
"40483",Arnavutköy,Boğazköy İsti̇klal Mahallesi̇,28.7952330733441,41.1796901569463,28.7952330733441,41.1796901569463,28.7952330733441,41.1796901569463,28.7952330733441,41.1796901569463,Istanbul,12829,1494,386.108985900879,23.6345734791691,0.0038930729120076,0.0039545637568926,0.594558920355872,75,3.6,0,0.0003549970453783,0.128341433778858,0.669005286349399,0.0026725165083571,0.0019683261071898,0.321926,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40487",Arnavutköy,Bolluca Mahallesi̇,28.7785289082644,41.2221963553748,28.7785289082644,41.2221963553748,28.7785289082644,41.2221963553748,28.7785289082644,41.2221963553748,Istanbul,8446,763,350.145734998915,24.3691906825418,0.0037722513520814,0.0038530522488367,1.36782086878303,104,3.6,0,0.000220590240977,0.120383980227694,0.763397021000223,0,0.0021511809344287,0.347841,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"191985",Arnavutköy,Boyalik Mahallesi̇,28.6234939358346,41.2773643750794,28.6234939358346,41.2773643750794,28.6234939358346,41.2773643750794,28.6234939358346,41.2773643750794,Istanbul,758,518,394.684484524197,23.7746403878379,0.0036323230306978,0.0037347723985516,0.807122363045154,154,3.6,0,0,0.0860310709946189,0.64649741594699,0,0.0032501004735361,0.298439,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40494",Arnavutköy,Çi̇li̇ngi̇r Mahallesi̇,28.6724075509595,41.1916928184511,28.6724075509595,41.1916928184511,28.6724075509595,41.1916928184511,28.6724075509595,41.1916928184511,Istanbul,12000,491,403.733332824707,22.7950554465917,0.0038652836135778,0.0039312652960365,0.934240414257426,140,3.6,0,0,0.120801399677797,0.622747157940402,0,0.0003250551876379,0.337984,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40910",Arnavutköy,Deli̇kli̇kaya Mahallesi̇,28.6584619145225,41.1144118011034,28.6584619145225,41.1144118011034,28.6584619145225,41.1144118011034,28.6584619145225,41.1144118011034,Istanbul,8786,570,446.258548736572,20.7090647822876,0.0041307193183466,0.0041526410774935,0.169656089555826,50,3.8,0,4.71230790219833e-05,0.17718392274733,0.511132418014247,0.0078046242398621,0.0020212017010807,0.286155,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40911",Arnavutköy,Dursunköy Mahallesi̇,28.6411345221023,41.2078954953708,28.6411345221023,41.2078954953708,28.6411345221023,41.2078954953708,28.6411345221023,41.2078954953708,Istanbul,433,276,425.544141496931,23.7377813846589,0.0038114719159496,0.0038860660483031,1.70202431450211,156,3.6,0,0.0004780870349736,0.154095567647525,0.565500940952937,0,0.0052154229692733,0.308705,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40915",Arnavutköy,Durusu Mahallesi̇,28.6805900960864,41.3029324679467,28.6805900960864,41.3029324679467,28.6805900960864,41.3029324679467,28.6805900960864,41.3029324679467,Istanbul,756,251,322.550830486234,24.9291734283178,0.0036582161707661,0.0037567189033603,0.7940789968467,137,3.6,0,0,0.0793726672895296,0.835824591899648,0,0.0021724657486246,0.361322,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40495",Arnavutköy,Fati̇h Mahallesi̇,28.695086134312,41.2246137754107,28.695086134312,41.2246137754107,28.695086134312,41.2246137754107,28.695086134312,41.2246137754107,Istanbul,3986,417,389.362353109209,20.1258011982256,0.0042339363015527,0.0042380452438548,1.62485520057966,21,4.2,2,5.19346929612576e-05,0.108809671582297,0.660466264805226,0,0.0013133716351601,0.340814,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"191975",Arnavutköy,Hacimaşli Mahallesi̇,28.7301709991106,41.1446351575682,28.7301709991106,41.1446351575682,28.7301709991106,41.1446351575682,28.7301709991106,41.1446351575682,Istanbul,671,245,446.401681705397,22.6935283233245,0.0040181380922069,0.0040590611486143,0.0854778633822375,73,3.8,0,0,0.132572470057282,0.510756740930717,0,0.003059582909762,0.263882,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40913",Arnavutköy,Hadimköy Mahallesi̇,28.6213580523233,41.1650313338802,28.6213580523233,41.1650313338802,28.6213580523233,41.1650313338802,28.6213580523233,41.1650313338802,Istanbul,27328,1211,355.067974514431,31.8292038346113,0.0039415580681404,0.0039951439975939,0.879393480146729,120,3.8,0,3.03003053488836e-05,0.105963409531703,0.750477757179971,0.002509200401472,0.0014536433534438,0.415929,3,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,0.976331360946746,0.404733727810651,0,0.976331360946746,0.0236686390532544,0,0,0.404733727810651
"40489",Arnavutköy,Haraççi Mahallesi̇,28.6995303907733,41.1775027559065,28.6995303907733,41.1775027559065,28.6995303907733,41.1775027559065,28.6995303907733,41.1775027559065,Istanbul,11474,1435,366.800837590144,15.7383102980074,0.0038870110660457,0.0039494840152302,1.47585149102047,120,3.6,0,7.21672254291695e-05,0.116886677025076,0.719682840970751,0.0059762444283971,0.0018697614070163,0.373243,3,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,0.852713178294574,0.429457364341085,0,0.852713178294574,0.147286821705426,0,0,0.429457364341085
"40912",Arnavutköy,Hastane Mahallesi̇,28.6041854474798,41.1580256389178,28.6041854474798,41.1580256389178,28.6041854474798,41.1580256389178,28.6041854474798,41.1580256389178,Istanbul,10966,825,426.730010986328,13.7639585043332,0.0039594929182599,0.0040101325916522,0.723073782799379,110,3.8,0,9.4387965595282e-05,0.116315033690489,0.562388422608063,0,0.00138537780231,0.318307,4,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",4,1,0.8,0,0,0,1,0,0.8
"40486",Arnavutköy,Hi̇cret Mahallesi̇,28.7580862928931,41.1994283598347,28.7580862928931,41.1994283598347,28.7580862928931,41.1994283598347,28.7580862928931,41.1994283598347,Istanbul,4141,334,337.587402504761,18.4986787826272,0.0038345735628632,0.0039054839267447,1.23569234462878,101,3.6,0,9.99814953603345e-05,0.138095619211152,0.796358523609551,0,0.002255749722929,0.365363,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40481",Arnavutköy,İmrahor Mahallesi̇,28.7536690231082,41.2554022451787,28.7536690231082,41.2554022451787,28.7536690231082,41.2554022451787,28.7536690231082,41.2554022451787,Istanbul,12088,1612,378.98960463206,20.6471184231287,0.0036870066311687,0.0037810892021809,1.43724281948782,125,3.6,0,0.0003253823657121,0.125034296241132,0.687691326425039,0.0056726860168289,0.002556034992834,0.331354,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40479",Arnavutköy,İslambey Mahallesi̇,28.7455365108714,41.1964478287492,28.7455365108714,41.1964478287492,28.7455365108714,41.1964478287492,28.7455365108714,41.1964478287492,Istanbul,27179,1665,507.934450804556,18.8433769808059,0.0040367363810777,0.0040724695517548,2.73377644669824,29.4649214659686,3.98544502617801,1.13089005235602,0.0002589645435402,0.107796131489935,0.349253409961795,0.0017660693918098,0.0014918266903084,0.214289,1,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",1,1,0.2,1,0,0,0,0,0.2
"191987",Arnavutköy,Karaburun Mahallesi̇,28.658284373762,41.3412244079298,28.658284373762,41.3412244079298,28.658284373762,41.3412244079298,28.658284373762,41.3412244079298,Istanbul,1903,1114,404.897137728604,22.0864702659295,0.0037364807945434,0.0038228900306262,0.743598088941541,85,3.8,0,0,0.0496456782232538,0.619692551893428,0,0.0018339812008226,0.261894,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40488",Arnavutköy,Karlibayir Mahallesi̇,28.7169755639659,41.1802062981589,28.7169755639659,41.1802062981589,28.7169755639659,41.1802062981589,28.7169755639659,41.1802062981589,Istanbul,11086,1134,402.733581542969,0.161721696448794,0.0038978022577379,0.0039585259200224,1.48449913324348,109,3.6,0,0.0002240790396647,0.113193279201785,0.625371177052575,0.0012370815185175,0.0017407552990287,0.715366,5,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",5,1,1,0,0,0,0,1,1
"40493",Arnavutköy,Mareşal Fevzi̇ Çakmak Mahallesi̇,28.722063111779,41.2069473236323,28.722063111779,41.2069473236323,28.722063111779,41.2069473236323,28.722063111779,41.2069473236323,Istanbul,7116,908,367.574530029297,17.8142953478019,0.0038133396421534,0.0038876367129212,1.37805550575624,139,3.6,0,2.90910182888663e-05,0.108444379914463,0.717652152154076,0.0048181161165984,0.00165888641956,0.362715,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40485",Arnavutköy,Mavi̇göl Mahallesi̇,28.762971245819,41.210202341488,28.762971245819,41.210202341488,28.762971245819,41.210202341488,28.762971245819,41.210202341488,Istanbul,10249,940,379.214385986328,17.3176984461923,0.0038079659654869,0.0038831173546409,1.01595236945847,109,3.6,0,6.05946978662033e-05,0.109436803598666,0.687101349117249,0,0.0014622650958032,0.330316,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40491",Arnavutköy,Mehmet Aki̇f Ersoy Mahallesi̇,28.7089404223538,41.2029175168337,28.7089404223538,41.2029175168337,28.7089404223538,41.2029175168337,28.7089404223538,41.2029175168337,Istanbul,7429,473,415.605356852214,28.9299196840643,0.0040367363810777,0.0040724695517548,2.73377644669824,29.4649214659686,3.98544502617801,1.13089005235602,8.35960504012273e-05,0.114879045620236,0.591586989889202,0.0018460473434224,0.0018238886625618,0.280174,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"99358",Arnavutköy,Mustafa Kemal Paşa Mahallesi̇,28.7280797213797,41.1894968917515,28.7280797213797,41.1894968917515,28.7280797213797,41.1894968917515,28.7280797213797,41.1894968917515,Istanbul,17766,980,401.744720458984,34.4842234844708,0.0047925236686098,0.0046941677877098,2.53100753278052,24,3.8,0,0.0002679989182315,0.110812854911102,0.627966612968546,0.0007719399816664,0.0014675699472092,0.428896,3,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",3,1,0.6,0,0,1,0,0,0.6
"99357",Arnavutköy,Nenehatun Mahallesi̇,28.7339480054583,41.1969490197873,28.7339480054583,41.1969490197873,28.7339480054583,41.1969490197873,28.7339480054583,41.1969490197873,Istanbul,11199,784,384.882206161372,39.9926728137442,0.0038477559391832,0.003916555066111,1.10395372393501,119,3.6,0,0.0001293938568626,0.109075107868178,0.672225180678814,0.0012245991351268,0.0016498634871017,0.336899,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40906",Arnavutköy,Ömerli̇ Mahallesi̇,28.6348136111837,41.1191607114997,28.6348136111837,41.1191607114997,28.6348136111837,41.1191607114997,28.6348136111837,41.1191607114997,Istanbul,7471,602,398.831437054802,34.636612037818,0.0040367363810777,0.0040724695517548,2.73377644669824,29.4649214659686,3.98544502617801,1.13089005235602,8.31260953594857e-05,0.166715948862237,0.635613026102882,0.0045891733751458,0.0025967959110769,0.307743,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40907",Arnavutköy,Sazlibosna Mahallesi̇,28.6682945180084,41.1478279731543,28.6682945180084,41.1478279731543,28.6682945180084,41.1478279731543,28.6682945180084,41.1478279731543,Istanbul,1054,393,465.621811375473,29.9922950597308,0.0040047574786059,0.0040479085775229,1.3850835540457,77,3.8,0,0.0001964057743297,0.136254440559116,0.460310206363588,0,0.0044799376704324,0.2459,1,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",1,0.666666666666667,0.266666666666667,0.666666666666667,0.333333333333333,0,0,0,0.266666666666667
"40492",Arnavutköy,Taşoluk Mahallesi̇,28.7148028523319,41.1913581299846,28.7148028523319,41.1913581299846,28.7148028523319,41.1913581299846,28.7148028523319,41.1913581299846,Istanbul,10345,786,413.131988525391,33.177488137625,0.0038636002769445,0.00392985305132,0.615741125888402,131,3.6,0,0.0002001079614727,0.112138610371662,0.598078770274564,0.0013256921908444,0.0011907086316773,0.319164,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"191977",Arnavutköy,Tayakadin Mahallesi̇,28.7033282427969,41.2604687302424,28.7033282427969,41.2604687302424,28.7033282427969,41.2604687302424,28.7033282427969,41.2604687302424,Istanbul,3716,1304,384.789870398385,33.2844068476894,0.0036787305164597,0.0037740871333039,0.700969966955897,152,3.6,0,5.57082040214135e-05,0.0947267590515024,0.672467531762769,0,0.0025413639960364,0.325702,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40914",Arnavutköy,Terkos Mahallesi̇,28.6553524833952,41.323166308426,28.6553524833952,41.323166308426,28.6553524833952,41.323166308426,28.6553524833952,41.323166308426,Istanbul,926,560,375.608896527972,35.4396477946453,0.0036907390861005,0.0037842461726323,1.86705930119256,108,3.6,0,0,0.0712224440201354,0.696564576042068,0,0.0024387452977271,0.290456,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"191989",Arnavutköy,Yassiören Mahallesi̇,28.5866802432693,41.2516193477155,28.5866802432693,41.2516193477155,28.5866802432693,41.2516193477155,28.5866802432693,41.2516193477155,Istanbul,675,342,405.905171227834,42.9358562749736,0.0036902856683843,0.0037838626944817,0.744303687652021,115,3.6,0,0,0.0633913154697192,0.617046794677601,0,0.001672798626441,0.260648,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",1,0.686426433155709,0.262714713368858,0.686426433155709,0.313573566844291,0,0,0,0.262714713368858
"40480",Arnavutköy,Yavuz Seli̇m Mahallesi̇,28.7349395216735,41.207779637028,28.7349395216735,41.207779637028,28.7349395216735,41.207779637028,28.7349395216735,41.207779637028,Istanbul,12961,1172,439.732067871094,19.9374994197718,0.0042666841687276,0.0042650650558702,1.44198165682143,24,4.2,2,0.0002076345899133,0.111410068466735,0.528262289052247,0.0010581194131846,0.0019799592358328,0.311501,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"191979",Arnavutköy,Yeni̇köy Mahallesi̇,28.7238576381765,41.3030907293201,28.7238576381765,41.3030907293201,28.7238576381765,41.3030907293201,28.7238576381765,41.3030907293201,Istanbul,1548,1026,457.711995442708,19.688031136848,0.0036993355210167,0.0037915150497521,3.79005863553862,15,3.2,0,0,0.0732060000142113,0.481070878103129,0.0221483942414174,0.0028513612950699,0.12647,1,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",1,1,0.2,1,0,0,0,0,0.2
"40908",Arnavutköy,Yeşi̇lbayir Mahallesi̇,28.5967256323274,41.1353846667642,28.5967256323274,41.1353846667642,28.5967256323274,41.1353846667642,28.5967256323274,41.1353846667642,Istanbul,611,380,440.69058380127,35.7186290978679,0.0040374161404847,0.0040751177287643,1.65822644214339,81,3.8,0,0,0.147826469271599,0.525746499209265,0,0.0048720477775007,0.281985,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,1,0.4,0,1,0,0,0,0.4
"40484",Arnavutköy,Yunus Emre Mahallesi̇,28.7579580541118,41.1816828548686,28.7579580541118,41.1816828548686,28.7579580541118,41.1816828548686,28.7579580541118,41.1816828548686,Istanbul,20245,1500,503.140203198091,19.1705411829907,0.0038914635160848,0.0039532152409134,1.08979809185775,89,3.6,0,0.000368111667136,0.113730255164034,0.361836737012884,0.0006774159404438,0.002043346488954,0.215888,1,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",1,1,0.2,1,0,0,0,0,0.2
"98687",Ataşehir,Aşikveysel Mahallesi̇,29.0918169127276,41.0045538451479,29.0918169127276,41.0045538451479,29.0918169127276,41.0045538451479,29.0918169127276,41.0045538451479,Istanbul,12578,1172,397.369126844915,16.7266082557572,0.0043004221930705,0.0042928638726846,2.3109025376655,9,4.2,2,0.0022218617927637,0.195056067247521,0.639451110643268,0,0.0037948631006098,0.366057,2,0.0051,0.0143,0.0554,0,0.0187,0.9311,0.7999,0.9235,0.2511,"20.94240837696335, 51.204188481675395, 80.6282722513089, 91.62303664921467",2,0.932203389830508,0.413559322033898,0,0.932203389830508,0.0677966101694915,0,0,0.413559322033898
